strike,expiry,spot,atm,moneyness,ce_ltp,ce_oi,ce_chng_oi,ce_volume,ce_iv,ce_bid,ce_ask,ce_delta,ce_theta,ce_gamma,ce_vega,pe_ltp,pe_oi,pe_chng_oi,pe_volume,pe_iv,pe_bid,pe_ask,pe_delta,pe_theta,pe_gamma,pe_vega
21350,26-May-2026,23719.3,23700,ITM,2492.45,5,0,2,81.96,0,0,0,0,0,0,0.8,622,-411,3862,37.02,0,0,0,0,0,0
21400,26-May-2026,23719.3,23700,ITM,0.0,5,0,0,0.0,0,0,0,0,0,0,1.0,6711,529,14916,37.11,0,0,0,0,0,0
21450,26-May-2026,23719.3,23700,ITM,2401.35,6,1,2,81.25,0,0,0,0,0,0,1.05,1632,108,8691,36.54,0,0,0,0,0,0
21500,26-May-2026,23719.3,23700,ITM,2267.9,449,-115,170,56.23,0,0,0,0,0,0,1.15,52817,-16530,112309,36.13,0,0,0,0,0,0
21550,26-May-2026,23719.3,23700,ITM,2200.0,2,0,2,44.45,0,0,0,0,0,0,1.1,1864,-144,6722,35.21,0,0,0,0,0,0
21600,26-May-2026,23719.3,23700,ITM,0.0,3,0,0,0.0,0,0,0,0,0,0,1.05,9628,459,23099,34.28,0,0,0,0,0,0
21650,26-May-2026,23719.3,23700,ITM,0.0,2,0,0,38.18,0,0,0,0,0,0,1.0,1746,-46,11310,33.36,0,0,0,0,0,0
21700,26-May-2026,23719.3,23700,ITM,0.0,3,0,0,0.0,0,0,0,0,0,0,1.0,8675,-343,41090,32.61,0,0,0,0,0,0
21750,26-May-2026,23719.3,23700,ITM,0.0,2,0,0,0.0,0,0,0,0,0,0,1.15,1468,-226,11950,32.33,0,0,0,0,0,0
21800,26-May-2026,23719.3,23700,ITM,1921.45,44,0,3,0.0,0,0,0,0,0,0,1.25,23665,-1096,59883,31.87,0,0,0,0,0,0
21850,26-May-2026,23719.3,23700,ITM,0.0,3,0,0,23.67,0,0,0,0,0,0,0.95,2767,-1024,19742,30.19,0,0,0,0,0,0
21900,26-May-2026,23719.3,23700,ITM,1823.7,7,-1,3,0.0,0,0,0,0,0,0,1.05,7809,-2966,53132,29.76,0,0,0,0,0,0
21950,26-May-2026,23719.3,23700,ITM,0.0,4,0,0,0.0,0,0,0,0,0,0,1.15,2138,-38,21271,29.3,0,0,0,0,0,0
22000,26-May-2026,23719.3,23700,ITM,1775.0,9006,-816,4515,47.81,0,0,0,0,0,0,1.35,115930,-21205,362788,29.06,0,0,0,0,0,0
22050,26-May-2026,23719.3,23700,ITM,0.0,14,0,0,34.37,0,0,0,0,0,0,1.2,3955,-865,20600,27.91,0,0,0,0,0,0
22100,26-May-2026,23719.3,23700,ITM,0.0,17,0,0,0.0,0,0,0,0,0,0,1.3,26150,-18065,120193,27.4,0,0,0,0,0,0
22150,26-May-2026,23719.3,23700,ITM,0.0,3,0,0,0.0,0,0,0,0,0,0,1.3,4888,-658,30624,26.63,0,0,0,0,0,0
22200,26-May-2026,23719.3,23700,ITM,1558.4,39,0,6,36.98,0,0,0,0,0,0,1.35,42443,7692,240761,25.97,0,0,0,0,0,0
22250,26-May-2026,23719.3,23700,ITM,0.0,6,0,0,0.0,0,0,0,0,0,0,1.5,13460,5095,78558,25.52,0,0,0,0,0,0
22300,26-May-2026,23719.3,23700,ITM,1421.9,37,0,4,0.0,0,0,0,0,0,0,1.5,36912,-3482,280114,24.73,0,0,0,0,0,0
22350,26-May-2026,23719.3,23700,ITM,0.0,8,0,0,0.0,0,0,0,0,0,0,1.7,9731,1543,65117,24.32,0,0,0,0,0,0
22400,26-May-2026,23719.3,23700,ITM,1372.1,221,-6,11,37.78,0,0,0,0,0,0,1.8,30829,-4288,231175,23.7,0,0,0,0,0,0
22450,26-May-2026,23719.3,23700,ITM,0.0,8,0,0,34.21,0,0,0,0,0,0,2.0,8268,-925,70523,23.21,0,0,0,0,0,0
22500,26-May-2026,23719.3,23700,ITM,1281.0,4137,-597,1629,37.96,0,0,0,0,0,0,2.2,147978,-19900,773938,22.68,0,0,0,0,0,0
22550,26-May-2026,23719.3,23700,ITM,1187.0,23,-2,36,0.0,0,0,0,0,0,0,2.3,17985,-4589,139944,22.0,0,0,0,0,0,0
22600,26-May-2026,23719.3,23700,ITM,1172.05,109,-10,198,33.18,0,0,0,0,0,0,2.4,34210,-15942,412085,21.3,0,0,0,0,0,0
22650,26-May-2026,23719.3,23700,ITM,1122.85,30,3,10,32.25,0,0,0,0,0,0,2.65,15887,2972,133063,20.75,0,0,0,0,0,0
22700,26-May-2026,23719.3,23700,ITM,1069.75,323,-94,209,30.23,0,0,0,0,0,0,2.8,49086,-10142,591242,20.07,0,0,0,0,0,0
22750,26-May-2026,23719.3,23700,ITM,1022.45,40,-1,9,29.81,0,0,0,0,0,0,3.15,19135,-1103,263246,19.56,0,0,0,0,0,0
22800,26-May-2026,23719.3,23700,ITM,981.8,1077,-178,639,30.89,0,0,0,0,0,0,3.2,85040,-11339,688094,18.74,0,0,0,0,0,0
22850,26-May-2026,23719.3,23700,ITM,923.35,94,-4,72,27.68,0,0,0,0,0,0,3.65,20632,-4154,387836,18.24,0,0,0,0,0,0
22900,26-May-2026,23719.3,23700,ITM,883.65,573,-22,260,28.81,0,0,0,0,0,0,4.15,58187,1138,595223,17.72,0,0,0,0,0,0
22950,26-May-2026,23719.3,23700,ITM,822.85,290,-16,169,25.17,0,0,0,0,0,0,4.55,30028,6774,288821,17.08,0,0,0,0,0,0
23000,26-May-2026,23719.3,23700,ITM,785.65,11901,-1068,14462,26.68,0,0,0,0,0,0,5.45,153237,11475,1100859,16.68,0,0,0,0,0,0
23050,26-May-2026,23719.3,23700,ITM,735.5,377,-19,277,25.36,0,0,0,0,0,0,6.45,34813,14063,356576,16.24,0,0,0,0,0,0
23100,26-May-2026,23719.3,23700,ITM,683.75,1038,-123,2248,23.73,0,0,0,0,0,0,7.95,50103,4370,621858,15.91,0,0,0,0,0,0
23150,26-May-2026,23719.3,23700,ITM,639.6,514,-4,681,23.47,0,0,0,0,0,0,9.5,32294,13210,388698,15.47,0,0,0,0,0,0
23200,26-May-2026,23719.3,23700,ITM,589.65,4277,-344,13757,22.12,0,0,0,0,0,0,11.85,68766,10111,854161,15.16,0,0,0,0,0,0
23250,26-May-2026,23719.3,23700,ITM,544.8,657,30,3341,21.57,0,0,0,0,0,0,14.45,32649,3229,589522,14.78,0,0,0,0,0,0
23300,26-May-2026,23719.3,23700,ITM,495.1,7984,-1189,22150,20.19,0,0,0,0,0,0,18.3,91854,9242,1234737,14.53,0,0,0,0,0,0
23350,26-May-2026,23719.3,23700,ITM,451.55,2195,-507,8647,19.67,0,0,0,0,0,0,22.9,29455,9844,642871,14.25,0,0,0,0,0,0
23400,26-May-2026,23719.3,23700,ITM,408.6,17997,-4286,78034,19.11,0,0,0,0,0,0,29.0,80465,4069,1363310,14.04,0,0,0,0,0,0
23450,26-May-2026,23719.3,23700,ITM,364.95,3952,-2401,32193,18.32,0,0,0,0,0,0,36.0,34786,10848,766259,13.75,0,0,0,0,0,0
23500,26-May-2026,23719.3,23700,ITM,324.65,42021,-14214,389923,17.82,0,0,0,0,0,0,44.85,137780,24222,2488128,13.49,0,0,0,0,0,0
23550,26-May-2026,23719.3,23700,ITM,284.5,5180,-4457,144017,17.17,0,0,0,0,0,0,56.0,26827,6885,1095366,13.29,0,0,0,0,0,0
23600,26-May-2026,23719.3,23700,ITM,246.75,37466,-29477,849211,16.61,0,0,0,0,0,0,68.85,82918,1557,2535008,13.02,0,0,0,0,0,0
23650,26-May-2026,23719.3,23700,ITM,213.55,17317,-28005,807505,16.34,0,0,0,0,0,0,85.25,41138,6773,1918638,12.87,0,0,0,0,0,0
23700,26-May-2026,23719.3,23700,ATM,182.7,78663,-37681,3128753,16.07,0,0,0,0,0,0,103.75,106415,19038,4154777,12.64,0,0,0,0,0,0
23750,26-May-2026,23719.3,23700,OTM,153.7,45769,4470,2897322,15.75,0,0,0,0,0,0,125.05,50449,36198,3088745,12.38,0,0,0,0,0,0
23800,26-May-2026,23719.3,23700,OTM,128.4,117106,-12035,5098919,15.55,0,0,0,0,0,0,149.1,67698,16156,3945731,12.08,0,0,0,0,0,0
23850,26-May-2026,23719.3,23700,OTM,107.05,38348,3330,2346629,15.48,0,0,0,0,0,0,176.9,10429,3239,990012,11.81,0,0,0,0,0,0
23900,26-May-2026,23719.3,23700,OTM,87.45,68270,-2307,2665687,15.34,0,0,0,0,0,0,207.8,15375,3026,801678,11.5,0,0,0,0,0,0
23950,26-May-2026,23719.3,23700,OTM,71.7,28877,6463,1380428,15.34,0,0,0,0,0,0,241.65,4345,2647,152800,11.12,0,0,0,0,0,0
24000,26-May-2026,23719.3,23700,OTM,58.65,206544,8151,3731423,15.41,0,0,0,0,0,0,277.75,50536,-3795,451288,10.54,0,0,0,0,0,0
24050,26-May-2026,23719.3,23700,OTM,47.25,29586,-374,1089890,15.43,0,0,0,0,0,0,319.0,2810,19,32485,10.23,0,0,0,0,0,0
24100,26-May-2026,23719.3,23700,OTM,38.6,67766,8359,1629117,15.6,0,0,0,0,0,0,356.75,10527,-848,57869,7.68,0,0,0,0,0,0
24150,26-May-2026,23719.3,23700,OTM,31.1,31010,2247,852959,15.71,0,0,0,0,0,0,402.85,2682,-15,13596,0.0,0,0,0,0,0,0
24200,26-May-2026,23719.3,23700,OTM,25.4,87067,-4802,1678168,15.92,0,0,0,0,0,0,445.35,12303,-1960,34861,0.0,0,0,0,0,0,0
24250,26-May-2026,23719.3,23700,OTM,21.1,30353,-1998,647417,16.22,0,0,0,0,0,0,492.7,1148,-17,4959,0.0,0,0,0,0,0,0
24300,26-May-2026,23719.3,23700,OTM,17.2,83913,-11014,981620,16.44,0,0,0,0,0,0,537.65,14745,-461,14391,0.0,0,0,0,0,0,0
24350,26-May-2026,23719.3,23700,OTM,14.4,31351,-143,528133,16.77,0,0,0,0,0,0,584.85,1224,52,1095,0.0,0,0,0,0,0,0
24400,26-May-2026,23719.3,23700,OTM,11.95,94154,22689,716903,17.06,0,0,0,0,0,0,632.4,9415,-946,5874,0.0,0,0,0,0,0,0
24450,26-May-2026,23719.3,23700,OTM,10.15,23601,5120,277702,17.43,0,0,0,0,0,0,679.3,566,3,265,0.0,0,0,0,0,0,0
24500,26-May-2026,23719.3,23700,OTM,8.55,168863,8419,936863,17.76,0,0,0,0,0,0,728.0,36960,-4796,16005,0.0,0,0,0,0,0,0
24550,26-May-2026,23719.3,23700,OTM,6.95,19941,-2644,272004,17.97,0,0,0,0,0,0,780.0,201,-10,120,0.0,0,0,0,0,0,0
24600,26-May-2026,23719.3,23700,OTM,5.85,52572,-8128,441995,18.28,0,0,0,0,0,0,829.15,12386,-207,3606,0.0,0,0,0,0,0,0
24650,26-May-2026,23719.3,23700,OTM,4.8,20223,-7092,198792,18.52,0,0,0,0,0,0,912.45,308,-3,34,20.59,0,0,0,0,0,0
24700,26-May-2026,23719.3,23700,OTM,4.15,55050,-33180,477835,18.9,0,0,0,0,0,0,928.05,2448,-368,1171,0.0,0,0,0,0,0,0
24750,26-May-2026,23719.3,23700,OTM,3.05,36525,12006,230659,18.81,0,0,0,0,0,0,973.8,261,-10,62,0.0,0,0,0,0,0,0
24800,26-May-2026,23719.3,23700,OTM,2.9,65242,-11620,362886,19.45,0,0,0,0,0,0,1024.0,3324,-877,1474,0.0,0,0,0,0,0,0
24850,26-May-2026,23719.3,23700,OTM,2.8,11973,-769,132954,20.11,0,0,0,0,0,0,1080.8,168,-3,17,0.0,0,0,0,0,0,0
24900,26-May-2026,23719.3,23700,OTM,2.4,30959,1847,205017,20.43,0,0,0,0,0,0,1127.1,992,-192,273,0.0,0,0,0,0,0,0
24950,26-May-2026,23719.3,23700,OTM,2.3,6103,-116,50366,21.05,0,0,0,0,0,0,1200.0,85,-2,10,0.0,0,0,0,0,0,0
25000,26-May-2026,23719.3,23700,OTM,1.8,181397,-22415,601187,21.11,0,0,0,0,0,0,1224.25,20222,-5178,9081,0.0,0,0,0,0,0,0
25050,26-May-2026,23719.3,23700,OTM,1.7,15498,272,58642,21.66,0,0,0,0,0,0,1230.0,33,-2,8,0.0,0,0,0,0,0,0
25100,26-May-2026,23719.3,23700,OTM,1.65,41681,-5572,135440,22.28,0,0,0,0,0,0,1389.0,767,-30,99,37.95,0,0,0,0,0,0
25150,26-May-2026,23719.3,23700,OTM,1.55,6884,250,20156,22.8,0,0,0,0,0,0,1354.9,10,-1,3,0.0,0,0,0,0,0,0
25200,26-May-2026,23719.3,23700,OTM,1.45,49532,-5134,151159,23.31,0,0,0,0,0,0,1453.0,755,-64,120,0.0,0,0,0,0,0,0
25250,26-May-2026,23719.3,23700,OTM,1.45,12284,2399,33621,23.99,0,0,0,0,0,0,1600.0,25,0,3,53.93,0,0,0,0,0,0
25300,26-May-2026,23719.3,23700,OTM,1.35,36406,8116,80531,24.46,0,0,0,0,0,0,1549.8,647,-107,135,0.0,0,0,0,0,0,0
25350,26-May-2026,23719.3,23700,OTM,1.1,9328,4839,23176,24.55,0,0,0,0,0,0,1580.0,7,-11,12,0.0,0,0,0,0,0,0
25400,26-May-2026,23719.3,23700,OTM,1.1,26945,8611,68517,25.21,0,0,0,0,0,0,1625.0,265,-52,64,0.0,0,0,0,0,0,0
25450,26-May-2026,23719.3,23700,OTM,1.05,7798,3261,13815,25.73,0,0,0,0,0,0,1650.0,7,-1,3,0.0,0,0,0,0,0,0
25500,26-May-2026,23719.3,23700,OTM,1.0,114013,7831,230294,26.23,0,0,0,0,0,0,1722.3,14314,-1967,3814,0.0,0,0,0,0,0,0
25550,26-May-2026,23719.3,23700,OTM,0.9,5049,234,7618,26.57,0,0,0,0,0,0,1745.0,19,-9,10,0.0,0,0,0,0,0,0
25600,26-May-2026,23719.3,23700,OTM,0.8,16951,-2808,30388,26.87,0,0,0,0,0,0,1847.45,257,-114,129,0.0,0,0,0,0,0,0
25650,26-May-2026,23719.3,23700,OTM,0.9,5417,1297,11073,27.83,0,0,0,0,0,0,1890.0,25,0,4,0.0,0,0,0,0,0,0
25700,26-May-2026,23719.3,23700,OTM,0.85,7018,-1100,13695,28.29,0,0,0,0,0,0,1970.0,273,-37,50,42.91,0,0,0,0,0,0
25750,26-May-2026,23719.3,23700,OTM,0.9,1475,74,4420,29.08,0,0,0,0,0,0,1990.0,12,-4,10,0.0,0,0,0,0,0,0
25800,26-May-2026,23719.3,23700,OTM,0.75,11677,-2581,19582,29.15,0,0,0,0,0,0,2086.0,263,-36,50,50.82,0,0,0,0,0,0
25850,26-May-2026,23719.3,23700,OTM,0.8,4115,-1716,6094,29.95,0,0,0,0,0,0,2053.25,20,0,3,0.0,0,0,0,0,0,0
25900,26-May-2026,23719.3,23700,OTM,0.8,8676,-2923,19714,30.56,0,0,0,0,0,0,2060.0,93,-17,23,0.0,0,0,0,0,0,0
25950,26-May-2026,23719.3,23700,OTM,0.75,2145,-197,1979,30.97,0,0,0,0,0,0,0.0,16,0,0,0.0,0,0,0,0,0,0
26000,26-May-2026,23719.3,23700,OTM,0.7,55377,-6124,90842,31.36,0,0,0,0,0,0,2220.0,15843,-7554,12508,0.0,0,0,0,0,0,0
26050,26-May-2026,23719.3,23700,OTM,0.7,787,-142,1168,31.95,0,0,0,0,0,0,0.0,27,0,0,94.17,0,0,0,0,0,0
26100,26-May-2026,23719.3,23700,OTM,0.6,2109,-1559,8517,32.06,0,0,0,0,0,0,2310.6,254,-131,142,0.0,0,0,0,0,0,0
26150,26-May-2026,23719.3,23700,OTM,0.7,927,184,1902,33.13,0,0,0,0,0,0,0.0,8,0,0,15.48,0,0,0,0,0,0
26200,26-May-2026,23719.3,23700,OTM,0.65,8013,287,10671,33.48,0,0,0,0,0,0,2432.0,1087,-589,998,0.0,0,0,0,0,0,0
26250,26-May-2026,23719.3,23700,OTM,0.65,479,105,803,34.07,0,0,0,0,0,0,0.0,4,0,0,13.4,0,0,0,0,0,0
26300,26-May-2026,23719.3,23700,OTM,0.6,3429,742,11329,34.39,0,0,0,0,0,0,2523.35,644,-154,195,0.0,0,0,0,0,0,0
26350,26-May-2026,23719.3,23700,OTM,0.6,464,10,745,34.96,0,0,0,0,0,0,2554.35,14,-2,2,0.0,0,0,0,0,0,0
26400,26-May-2026,23719.3,23700,OTM,0.45,1492,8,5861,34.61,0,0,0,0,0,0,2625.0,163,-208,214,0.0,0,0,0,0,0,0
26450,26-May-2026,23719.3,23700,OTM,0.55,765,121,1116,35.82,0,0,0,0,0,0,2673.0,4,-1,2,0.0,0,0,0,0,0,0
26500,26-May-2026,23719.3,23700,OTM,0.5,15331,-1430,25408,36.07,0,0,0,0,0,0,2727.35,4589,-1203,1683,0.0,0,0,0,0,0,0
26550,26-May-2026,23719.3,23700,OTM,0.5,398,-66,535,36.63,0,0,0,0,0,0,0.0,4,0,0,0.0,0,0,0,0,0,0
26600,26-May-2026,23719.3,23700,OTM,0.45,1628,-87,3979,36.84,0,0,0,0,0,0,2850.0,53,0,1,0.0,0,0,0,0,0,0
26650,26-May-2026,23719.3,23700,OTM,0.45,800,156,1618,37.39,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,0,0,0
26700,26-May-2026,23719.3,23700,OTM,0.4,1197,-71,1796,37.55,0,0,0,0,0,0,2983.25,59,0,4,65.93,0,0,0,0,0,0
26750,26-May-2026,23719.3,23700,OTM,0.45,283,-14,1382,38.49,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,0,0,0
26800,26-May-2026,23719.3,23700,OTM,0.4,1169,87,3005,38.63,0,0,0,0,0,0,3000.0,116,-12,12,0.0,0,0,0,0,0,0
26850,26-May-2026,23719.3,23700,OTM,0.4,1356,822,4734,39.17,0,0,0,0,0,0,0.0,3,0,0,0.0,0,0,0,0,0,0
26900,26-May-2026,23719.3,23700,OTM,0.4,1368,529,6334,39.71,0,0,0,0,0,0,0.0,2,0,0,50.69,0,0,0,0,0,0
26950,26-May-2026,23719.3,23700,OTM,0.4,1261,581,10032,40.25,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0
27000,26-May-2026,23719.3,23700,OTM,0.4,18939,-291,30877,40.78,0,0,0,0,0,0,3215.3,7282,-2182,2880,0.0,0,0,0,0,0,0
27050,26-May-2026,23719.3,23700,OTM,0.4,727,204,3145,41.32,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0
27100,26-May-2026,23719.3,23700,OTM,0.35,1902,-323,4730,41.38,0,0,0,0,0,0,3288.0,86,-6,6,0.0,0,0,0,0,0,0
27150,26-May-2026,23719.3,23700,OTM,0.4,1129,-58,2395,42.38,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0
27200,26-May-2026,23719.3,23700,OTM,0.35,4328,22,7994,42.43,0,0,0,0,0,0,3440.2,246,-120,128,0.0,0,0,0,0,0,0
27250,26-May-2026,23719.3,23700,OTM,0.4,4268,510,7932,43.44,0,0,0,0,0,0,3449.0,365,-27,31,0.0,0,0,0,0,0,0
